EIN_value,Name,Gross_Revenue,Net_Revenue,Tax_Period_Year,PDF_URL,City,State,NTEE_Code,Form_Type
43752927,Hines Hunting Club Inc,187275,8968,2022,,Newberry,FL,N61,0
43753649,A Public School Of Choice Inc,8390912,110115,2021,,Raleigh,NC,B29,0
43753764,Entertainment Revue Foundation Inc,130453,-5223,2018,,Tampa,FL,A61,0
43753764,Entertainment Revue Foundation Inc,130453,-5223,2018,,Tampa,FL,A61,0
43754294,Vip West 184 Th Street Housing Development Fund Corporation,334012,-40820,2021,,Bronx,NY,L21,0
43754437,Outstretched Hands Of Romania Inc,425410,-27889,2021,,New Berlin,WI,Q12,0
43754904,True Community Development Corporation,184226,27336,2021,,Buffalo,NY,P20,0
43754972,Minnesota Statewide Limited Energy Apprenticeship & Training Tr Fund,910171,-114334,2021,,Fridley,MN,B30,0
43756499,Omniair Consortium Inc,1032946,-27682,2021,,Alexandria,VA,S41,0
43756508,Passaic County Mobile Spay Neuter Coalition Inc,3850,1760,2021,,Clifton,NJ,D20,0
43756900,Commonwealth Care Alliance Inc,2044170517,51103285,2021,,Boston,MA,E310,0
43757100,Oyate Concern Inc,485286,63917,2021,,Oglala,SD,X20,0
43757352,Illinois Doberman Rescue Plus,209046,-15257,2021,,Barrington,IL,D20,0
43757377,Psalm 1 3 Ministries,302437,49419,2021,,Amarillo,TX,X99,0
43757857,Artpace Inc,2060315,660699,2021,,San Antonio,TX,A26,0
43758386,Young Leaders International Inc,263470,53998,2021,,Carrollton,GA,X20,0
43758711,Resource Connections Incorporated,8399969,454263,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_03_2022_prefixes_01-13%2F043758711_202106_990_2022030919707788.pdf,Lanham,MD,P20,0
43760551,Fort Sanders Perinatal Center,20892841,253800,2021,,Knoxville,TN,,0
43760662,Active Healing Inc,265913,20658,2021,,Beverly,MA,G480,0
43760989,Texas Masonic Youth Foundation,15721,-5029,2021,,Brenham,TX,T30,0
43762309,Camino De Paz Center,782395,-1409,2021,,Santa Cruz,NM,B25,0
43762842,Transgender Legal Defense And Education Fund Inc,2457191,281561,2021,,New York,NY,R26,0
43763130,Piano School Of New York City Inc,549861,185799,2021,,New York,NY,A99,0
43763314,Cave Organization Inc,235467,45087,2021,,Brooklyn,NY,A40,0
43763688,Cooper Creek Square Merchants Association,231674,17928,2021,,Lakewood,CO,S41,0
43765053,American Health Quality Foundation Inc,20597,14752,2021,,Washington,DC,,0
43765665,Jones River Landing Enviromental Heritage Center Inc,102503,385,2021,,Kingston,MA,D30,0
43765864,Blacksburg Partnership,291122,22707,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_07_2022_prefixes_01-22%2F043765864_202106_990O_2022071820227171.pdf,Blacksburg,VA,S30,0
43766364,Community Health Connection Inc,13914137,2822360,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F043766364_202111_990_2022082220292258.pdf,Tulsa,OK,E60,0
43767472,Northeast Ohio Spca Inc,1914465,807354,2021,,Parma,OH,P20,0
43767933,Fourth Arts Block Inc,309507,22210,2021,,New York,NY,A20,0
43769200,St John Neumann Academy,1096540,-82093,2021,,Blacksburg,VA,B24,0
43769403,Stacy Zallie Foundation Inc,90903,39803,2021,,Clementon,NJ,F60,0
43769448,Center For Strengthening The Teaching Profession,1881700,646626,2021,,Olympia,WA,B99,0
43770101,Hearing & Receiving Christ Ministries Inc,273416,48683,2022,,Seymour,TN,X20,0
43770168,Wheat Ridge Foundation,85231,16625,2021,,Wheat Ridge,CO,N11,0
43770235,Masters Academy Of Vero Beach Inc,2152564,197586,2021,,Vero Beach,FL,B20,0
43770264,Housing Development Corporation Of Schuylkill County,19748,4856,2022,,Schuykl Havn,PA,L20,0
43770274,Precious Living Inc,315934,-10,2021,,Stone Mtn,GA,P70,0
43770411,Ragtag Film Society,1866748,-31998,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F043770411_202109_990_2022082920302394.pdf,Columbia,MO,A68,0
43770411,Ragtag Film Society,1866748,-31998,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F043770411_202109_990_2022082920302394.pdf,Columbia,MO,A68,0
43771574,Westport Football Association Inc,315052,21230,2021,,Westport,CT,N65,0
43771598,Free Press Action Fund,847721,23102,2021,,Florence,MA,R01,0
43771703,Family Gateway Affordable Housing Inc,181238,181138,2021,,Dallas,TX,L40,0
43774565,Cedarsinai Park Foundation,2143357,-187869,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_07_2022_prefixes_01-22%2F043774565_202106_990_2022071120202369.pdf,Portland,OR,L11,0
43774570,Boots For Kids,45687,3757,2021,,Traverse City,MI,P60,0
43775480,Shell Prarie Agriculture Association,235815,133605,2021,,Park Rapids,MN,K26,0
43775926,Doctors Hospital Inc,306497828,32906932,2021,,Coral Gables,FL,E22,0
43775932,Multi Ethnic Advocates For Cultural Competence Inc,829573,11142,2021,,Columbus,OH,F30,0
43777444,Child Food Program Of Texas Inc,15674535,429262,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F043777444_202109_990_2022082220288906.pdf,Katy,TX,K30,0
43777657,Cocodrilo Development Corporation,300789,-25916,2022,,New York,NY,B112,0
43777657,Cocodrilo Development Corporation,300789,-25916,2022,,New York,NY,B112,0
43777657,Cocodrilo Development Corporation,300789,-25916,2022,,New York,NY,B112,0
43778013,Summit Academy Incorporated,21044224,523406,2021,,Draper,UT,B29,0
43778631,Milton Union Early Childhood Center,231438,-13056,2021,,West Milton,OH,P33,0
43779582,Juniper Health Inc,17799078,3169459,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F043779582_202111_990_2022080220263244.pdf,Beattyville,KY,E21,0
43779795,Whitley County Touchdown Club Boosters,204366,145878,2021,,Corbin,KY,N65,0
43779900,Reach India Inc,335334,-28626,2021,,Plainfield,IN,Q33,0
43779900,Reach India Inc,335334,-28626,2021,,Plainfield,IN,Q33,0
43780734,Noble Senior Housing Inc,168173,-25379,2021,,Grapevine,TX,L22,0
43781645,Carolina Theatre Of Greensboro Inc,1077005,263686,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_04_2022_prefixes_01-14%2F043781645_202106_990T_2022040819843242.pdf,Greensboro,NC,A61,0
43782227,Karma Rescue Inc,314305,78649,2021,,Santa Monica,CA,D20,0
43783120,American Friends Of Chaim Layeled Inc,223019,112971,2021,,Brooklyn,NY,X30,0
43783861,Kansas Alliance For Wetlands And Streams Inc,1044655,134437,2021,,Newton,KS,C30,0
43783995,Library Foundation Of Needham Inc,122056,89276,2022,,Needham,MA,B70,0
43784327,Aiga Arizona Indian Gaming Association,308002,-27744,2021,,Tempe,AZ,S41,0
43786216,Drayton Village Inc,137023,-14415,2021,,Columbia,SC,L22,0
43786916,San Diego Electrical Training Administrative Services Corporatio,3424350,100953,2021,,San Diego,CA,B60,0
43788512,Illinois Counseling Association Foundation,267018,123553,2021,,Macomb,IL,T30,0
43789950,193 Rd Special Operations Wing Association,9608,-4695,2021,,Middletown,PA,W30,0
43790286,At Work On Purpose Inc,393398,1710,2021,,Cincinnati,OH,X032,0
43790420,Laborers International Union Of North America,1170723,76500,2021,,East Syracuse,NY,,0
43790899,Aspiring Leaders Enrichment Center Inc,241845,30608,2021,,Flushing,NY,A23,0
43791736,Hill House Ministries,292410,-11833,2021,,Austin,TX,B70,0
43791759,Emmaus Center,608594,40575,2021,,Richland,WA,X20,0
43793918,Community Dreams Incorporated,462973,-24671,2021,,Edgewood,IA,P20,0
43794775,Sharon S Richardson Community Hospice Inc,11390948,1459528,2021,,Sheboygan Fls,WI,E24,0
43795236,Angels Of Hope A Family Cancer Foundation,543217,121540,2021,,Utica,MI,,0
43795285,Shallow Ford Foundation Inc,2245323,1298339,2021,,Clemmons,NC,G12,0
43795644,Maui Food Technology Center Inc,637761,72876,2021,,Kula,HI,K05,0
43795698,Welcome Home Housing Inc,264041,-22250,2021,,Sacramento,CA,P73,0
43796043,Veras Open Arms,51898,24392,2020,,Fontana,CA,P80,0
43796263,Newton Historical Cultural Commission Inc,6763,-11728,2022,,Newton,MS,A80,0
43796263,Newton Historical Cultural Commission Inc,6763,-11728,2022,,Newton,MS,A80,0
43797149,Black Family Land Trust Inc,574322,270267,2021,,Raleigh,NC,S20,0
43798125,Pta Of Ps 184 Flushing Manor School,21141,4465,2021,,Whitestone,NY,B11,0
43798125,Pta Of Ps 184 Flushing Manor School,21141,4465,2021,,Whitestone,NY,B11,0
43798129,Palo Alto County Gaming Development Corporation,1958710,1082798,2021,,Emmetsburg,IA,T12,0
43798815,Military Moms & Wives Of Brazoria County,14,-202416,2021,,Angleton,TX,W193,0
43798875,West End Preparatory School,2688823,658895,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_04_2022_prefixes_01-14%2F043798875_202106_990_2022040119812137.pdf,Louisville,KY,B24,0
43800826,American Cancer Research Center And Foundation,41841,-114320,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F043800826_202108_990_2022080220264428.pdf,San Antonio,TX,H30,0
43801123,Idaho Youth Golf Association Inc,266702,57165,2021,,Boise,"ID",N6A,0
43803952,Turning Point Recovery Center Of Springfield Vermont,570493,46083,2021,,Springfield,VT,F21,0
43804109,Temple Professional Fire Fighter Association Local 846,351651,51960,2021,,Temple,TX,T12,0
43804600,Healthnetwork Foundation,11179511,7196421,2021,,Cleveland,OH,P20,0
43805334,Basis Scottsdale Boosters Inc,75168,-44732,2021,,Scottsdale,AZ,B11,0
43805334,Basis Scottsdale Boosters Inc,75168,-44732,2021,,Scottsdale,AZ,B11,0
43805366,Almost Home Foundation,760185,328346,2022,,Elk Grove Vlg,IL,D20,0
43805625,Anekant Community Center,440546,130683,2021,,La Mirada,CA,P20,0
43805878,Windham Endowment For Community Advancement,136937,79059,2021,,Windham,NH,T30,0
43807159,Local Management Board Of Allegany County Inc,551722,35,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_07_2022_prefixes_01-22%2F043807159_202106_990_2022071120204580.pdf,Cumberland,MD,P30,0
43808811,Riedel Foundation,79827,29874,2021,,Cincinnati,OH,B11,0
43809051,High Spirit Community Farm Inc,1168800,253461,2022,,Cambridge,MA,L990,0
43809491,The Clinical Research Forum Inc,437799,43901,2021,,Washington,DC,U03,0
43810137,Whole Again International,576798,59224,2021,,West Chester,OH,O55,0
43810161,Icna Relief Usa Programs Inc,43044954,5636032,2021,,New Hyde Park,NY,M20,0
43810173,Jasper Animal Rescue Mission,457235,-2389,2022,,Ridgeland,SC,D20,0
43810847,Houston Serenity Place Inc,3801406,1601827,2021,,Spring,TX,I21,0
43811367,Tumblemania Elite All Star Booster Club Inc,151639,30371,2021,,Morganton,NC,N19,0
43811467,Internation Association Of Lions Clubs,28674,8825,2021,,Chalmers,IN,,0
43812274,Foster & Adoptive Parent Advocacy Center,626173,114137,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_04_2022_prefixes_01-14%2F043812274_202106_990_2022040119812967.pdf,Washington,DC,P32,0
43812817,Spinner Publications Inc,128965,87943,2021,,New Bedford,MA,A33Z,0
43813989,Second Century Library Endowment Fund Corporation,51487,25756,2021,,Maryville,MO,B11,0
43814414,Beaches Summertime Cruisin,161033,94348,2021,,Vancouver,WA,T30,0
43815107,Patriot Paws Service Dogs,3558536,1217460,2021,,Rockwall,TX,P80,0
43815491,San Ramon Valley Education Foundation,214773,61536,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F043815491_202106_990_2022082920304329.pdf,San Ramon,CA,X20Z,0
43815491,San Ramon Valley Education Foundation,214773,61536,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F043815491_202106_990_2022082920304329.pdf,San Ramon,CA,X20Z,0
43815653,F Y Eye Inc,394488,178598,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_03_2022_prefixes_01-13%2F043815653_202106_990_2022030219677297.pdf,New York,NY,T19,0
43815840,Believers In Christ Tabernacle,417755,43758,2021,,North Las Vegas,NV,X21,0
43815954,Columbus Curling Club Inc,308031,134073,2022,,Columbus,OH,N71,0
43815954,Columbus Curling Club Inc,308031,134073,2022,,Columbus,OH,N71,0
43815973,Morningcrest Healthcare Foundation,6098812,-794161,2021,,Tulsa,OK,E114,0
43817370,Hot Tubes Development Cycling Team Inc,190879,-6910,2021,,Shirley,MA,N60,0
43817491,The Humane League,13598261,2760714,2021,,Rockville,MD,D20,0
43817744,International Brotherhood Of Electrical Workers,1125625,22761,2021,,Newtown Sq,PA,,0
43819705,National Alliance For Resident Services In Affordable And,16014,-2087,2021,,Reisterstown,MD,L80,0
43820570,Ginn Foundation,358294,649,2021,,Cleveland,OH,P30,0
43821420,Oakland Cambodian Buddhist Temple Inc,245454,180649,2021,,Oakland,CA,X50,0
43822257,Eureka Christian Health Outreach Inc,677875,213130,2021,,Eureka Spgs,AR,E32,0
43822257,Eureka Christian Health Outreach Inc,677875,213130,2021,,Eureka Spgs,AR,E32,0
43822273,Metrowest Free Medical Program Inc,211370,3755,2021,,Marlborough,MA,E30,0
43824823,Victory Through Jesus Sports Ministries Foundation,164345,35814,2021,,Overland Park,KS,X20,0
43827155,Christ For Life Ministry Inc,300836,-6942,2021,,Steamboat Springs,CO,O55,0
43827227,International Exploration Society,1562213,1473037,2021,,Phoenix,AZ,B60,0
43828358,Beloved Community Family Wellness Center,7748482,462036,2021,,Chicago,IL,E32,0
43828387,Citylink Center,3177275,1190736,2021,,Cincinnati,OH,S20,0
43828416,Our Lady Of Angels Saint Josephs Medical Clinic Inc,85879,11219,2021,,Pensacola,FL,E320,0
43828582,Omidyar Tufts Active Citizenship Trust,-1213909,-16936866,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_07_2022_prefixes_01-22%2F043828582_202106_990_2022071120199418.pdf,Somerville,MA,Q32,0
43828582,Omidyar Tufts Active Citizenship Trust,-1213909,-16936866,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_07_2022_prefixes_01-22%2F043828582_202106_990_2022071120199418.pdf,Somerville,MA,Q32,0
43829443,The Central Ohio Community Improvement Corporation,3584991,-255465,2021,,Columbus,OH,S31,0
43831108,Girls Incorporated Of Westchester County,654181,50877,2021,,White Plains,NY,O22,0
43831639,Mercy Drive Inc,28699186,2517357,2021,,Forest Hills,NY,P70,0
43832159,Community Education Network,2420250,595936,2021,,Chicago,IL,B80,0
43832159,Community Education Network,2420250,595936,2021,,Chicago,IL,B80,0
43832927,Cristo Rey High School Sacramento,3436477,473454,2021,,Sacramento,CA,,0
43833319,Outer Court Ministries Inc,0,-27257,2021,,Longview,TX,P20,0
43833346,Texas Color Guard Circuit,175869,8341,2021,,Bryan,TX,A6C,0
43833868,Autismup Inc,1249793,225437,2021,,Rochester,NY,G84,0
43834143,Humboldt Fire & Ambulance Service,473449,108044,2021,,Humboldt,SD,M24,0
43834340,Barrington High School Broncos Hockey Club Inc,207757,-5475,2022,,Barrington,IL,N60,0
43835295,Taelors House,791580,773545,2021,,New Braunfels,TX,B82,0
43835569,Border Financial Resources Inc,355357,162627,2021,,San Luis,AZ,S40,0
43836884,American Association Of Independent Claims Professionals Inc,440000,-105993,2021,,Washington,DC,S41,0
43837476,Kendall County Economic Development Corporation,385544,70484,2021,,Boerne,TX,S30,0
43838436,Employer Contribution Veba Trust For Colorado College,924896,481851,2021,,Charlotte,NC,Y43,0
43838437,Employer Contribution Veba Trust For Denison University,2291677,1581508,2021,,Charlotte,NC,Y44,0
43838438,Employer Contribution Veba Trust For Depauw University,1907236,1591763,2021,,Greencastle,IN,Y43,0
43838439,Employee After Tax Contribution Veba Trust For Dickinson College,788603,462732,2021,,Carlisle,PA,Y43,0
43838440,Employer Contribution Veba Trust For Gettysburg College,812754,487816,2021,,Gettysburg,PA,Y44,0
43838441,Gordon College Employer  Contribution Veba Tr Agreement For,103804,7193,2021,,Charlotte,NC,Y44,0
43838442,Employer Contribution Veba Trust For Haverford College,1037449,829250,2021,,Charlotte,NC,Y43,0
43838443,Employer Contribution Veba Trust For Kalamazoo College,843233,287649,2021,,Charlotte,NC,Y43,0
43838444,Employer Contribution Veba Trust For Saint Marys College,1461315,1180692,2021,,Charlotte,NC,Y43,0
43838445,Sarah Lawrence University Employer  Contribution Veba Tr Agreement For,604638,473140,2021,,Charlotte,NC,Y44,0
43838447,Employer Contribution Veba Trust For The University Of The South,726881,418089,2021,,Charlotte,NC,Y43,0
43838448,Ursinus College Employer  Contribution Veba Tr Agreement For,788859,516072,2021,,Charlotte,NC,Y44,0
43838449,Employer Contribution Veba Trust For Pepperdine University,180981,-236033,2021,,Malibu,CA,Y43,0
43838451,Employer Contribution Veba Trust For The Andrew W Mellon Foundation,737657,659563,2021,,Charlotte,NC,Y43,0
43838456,Employer Contribution Veba Trust For St Olaf College,1366599,746493,2021,,Charlotte,NC,Y43,0
43838457,Employer Contribution Veba Trust For Tiffin University,210027,152555,2021,,Charlotte,NC,Y43,0
43838460,Denison University Employee After  Tax Contribution Veba Tr Agrmt For,373396,42347,2021,,Charlotte,NC,Y44,0
43838461,Employee After Tax Contribution Veba Trust For Depauw University,4076,-3031,2021,,Greencastle,IN,Y43,0
43838462,Dickinson College Employee After  Tax Contribution Veba Tr Agrmt For,120778,58377,2021,,Carlisle,PA,Y43,0
43838463,Employee After Tax Contribution Veba Trust For Gettysburg College,147883,88914,2021,,Gettysburg,PA,Y44,0
43838465,Employee After Tax Contribution Verba Trust For Haverford College,142680,108437,2021,,Charlotte,NC,Y43,0
43838470,Employee After Tax Contribution Veba Trust For The University Of,189410,26697,2021,,Charlotte,NC,Y43,0
43838472,Employee After Tax Contribution Veba Trust For Pepperdine,21347,-50123,2021,,Malibu,CA,Y43,0
43838476,Employee After Tax Contribution Veba Trust For St Olaf College,385646,19064,2021,,Charlotte,NC,Y43,0
43838492,Colorado College Employee After Tax Contr Veba Tr Agreement,268318,30301,2021,,Charlotte,NC,Y43,0
43838959,88 Live To Ride Inc,433031,169995,2021,,E Springfield,PA,E60,0
43839260,Strive How To Lead Matters Inc,777395,197401,2021,,Wilmington,DE,N60,0
43839633,The Sandy Springs Conservancy Inc,61610,-257,2021,,Atlanta,GA,C30,0
43841462,Browning Senior Center,20867,3998,2021,,Browning,IL,P81,0
43843074,The Sausalito Library Foundation,68397,67276,2021,,Sausalito,CA,B70,0
43844604,Raes Playze Adult Day Center Inc,1366639,-355436,2021,,Charlotte,NC,P70,0
43844604,Raes Playze Adult Day Center Inc,1366639,-355436,2021,,Charlotte,NC,P70,0
43845053,Healthcare Purchaser Alliance Of Maine,1376077,-75237,2021,,Falmouth,ME,E01,0
43845713,Skate To Be Great,397,-15333,2021,,Rochester Hls,MI,N60,0
43846699,Tredyffrin & Easttown Care,587903,51310,2021,,Southeastern,PA,P20,0
43847970,Tri Lakes Center For Independent Living Inc,349252,3151,2021,,Saranac Lake,NY,P018,0
43847970,Tri Lakes Center For Independent Living Inc,349252,3151,2021,,Saranac Lake,NY,P018,0
43848061,The Humanitarian League Inc,63672,-58127,2021,,Erlanger,KY,D99,0
43848205,International Institute For Sustainable Laboratories,500933,6575,2022,,Arlington,VA,B99,0
43849393,Casa Of San Mateo County,2148171,915265,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_04_2022_prefixes_01-14%2F043849393_202106_990_2022040119813130.pdf,Redwood City,CA,I72,0
43849393,Casa Of San Mateo County,2148171,915265,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_04_2022_prefixes_01-14%2F043849393_202106_990_2022040119813130.pdf,Redwood City,CA,I72,0
43849608,Flier Football Foundation Inc,418972,10020,2021,,Clyde,OH,N65,0
43851212,Helping Orphans Prosper Everywhere,72787,-16809,2021,,Randallstown,MD,P20,0
43851467,Amanda Clearcreek Athletic Boosters,71321,5721,2021,,Amanda,OH,N11,0
43852106,Employer Contribution Veba Trust For Northwood University,316054,206126,2021,,Charlotte,NC,Y43,0
43852175,Employee After Tax Contribution Veba Trust For The Andrew W Mellon,158123,119158,2021,,Charlotte,NC,Y430,0
43852245,Employer Contribution Veba Trust For Seattle Pacific University,1101604,814632,2021,,Charlotte,NC,Y43,0
43852246,Employee After Tax Contribution Veba Trust For Seattle Pacific,98112,31571,2021,,Charlotte,NC,Y43,0
46000828,Star Island Corporation,4280005,641368,2021,,Portsmouth,NH,S47Z,0
46001677,Appalachian Mountain Club,39035407,10101059,2021,,Charlestown,MA,C600,0
46001998,Bridgewater Cemetery Corporation,41814,12689,2021,,Bridgewater,MA,,0
46002073,Cambridge Camping Association Inc,1080682,385250,2021,,Cambridge,MA,N20Z,0
46002095,Camp Avoda Inc,1913336,591000,2021,,Middleboro,MA,N200,0
46002096,Camp Bauercrest Inc,2223491,543861,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F046002096_202109_990_2022082920302717.pdf,Amesbury,MA,,0
46002122,The Canton Playgrounds Association,191083,172316,2021,,Canton,MA,,0
46002219,Childrens School Of Science Inc,231921,38658,2021,,Woods Hole,MA,B2XZ,0
46002519,Essex County 4 H Club Camp Inc,253054,54396,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F046002519_202112_990_2022083020310358.pdf,Rowley,MA,O52Z,0
46002850,Levi Heywood Memorial Library Association,1128506,-161984,2022,,Gardner,MA,B71Z,0
46002993,Jacobs Pillow Dance Festival Inc,15555045,6463289,2021,,Becket,MA,A620,0
46003126,William Lawrence Camp Inc,673770,44266,2022,,Ctr Tuftnboro,NH,O21,0
46003232,Malden Public Library,2337818,1852617,2021,,Malden,MA,,0
46003248,Marblehead Museum & Historical Society Inc,625313,326874,2021,,Marblehead,MA,A82Z,0
46003258,Marshfield Agricultural & Horticultural Society,2503171,650714,2021,,Marshfield,MA,K20Z,0
46003258,Marshfield Agricultural & Horticultural Society,2503171,650714,2021,,Marshfield,MA,K20Z,0
46003451,Nantucket Historical Association,8695480,3041437,2021,,Nantucket,MA,A800,0
46003680,Eli And Bessie Cohen Camps Of Massachusetts Inc,2965179,735867,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_03_2022_prefixes_01-13%2F046003680_202109_990_2022030219675453.pdf,Wellesley,MA,,0
46004208,Trustees Of The Forbes Library,2847127,334121,2021,,Northampton,MA,B71Z,0
46004286,Vincent Memorial Hospital Foundation Inc,2651433,1268694,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F046004286_202109_990_2022082920303796.pdf,Boston,MA,E110,0
46004303,Massachusetts Law Reform Institute Inc,6639248,1642691,2021,,Boston,MA,I80G,0
46004304,Volunteers Of America Inc,13732851,3549922,2021,,Jamaica Plain,MA,,0
46004372,Westfield Athenaeum,1529639,313906,2021,,Westfield,MA,B700,0
46004402,Whitinsville Christian School,8731924,755260,2021,,Whitinsville,MA,,0
46004735,New England Interstate Water Pollution Control Commission,17678985,-58910,2021,,Lowell,MA,C012,0
46004831,North Shore Arts Association Of Gloucester Inc,277919,1492,2021,,Gloucester,MA,,0
46004847,Cape Cod Art Association Inc,754137,401110,2021,,Barnstable,MA,,0
46004868,Pinewood Arces Childrens Charity Inc,47126,24489,2021,,Boston,MA,P30J,0
46004880,Camp Putnam Inc,263675,2436,2022,,Oakham,MA,N20I,0
46004917,Christian Camp Meeting Association,1207869,148257,2021,,Centerville,MA,N20Z,0
46004922,Attleboro Museum Inc,591397,135182,2022,,Attleboro,MA,A510,0
46004922,Attleboro Museum Inc,591397,135182,2022,,Attleboro,MA,A510,0
46004936,Lowell Sun Charities Inc,236260,-18213,2022,,Lowell,MA,T70Z,0
46006566,Jewish Federation Of Greater New Bedford Inc,125262,-37369,2022,,N Dartmouth,MA,,0
46006570,Usta New England Inc,3481547,163189,2021,,Westborough,MA,,0
46006613,Childrens Own School Inc,1170873,-14563,2021,,Winchester,MA,,0
46009080,Knollwood Cemetery Perp Care Trust 10116230000,874516,445478,2022,,Pittsburgh,PA,Y52I,0
46009389,Knollwood Cemetary Bronze Memorial,150289,81530,2022,,Pittsburgh,PA,,0
46009940,Hobart Ames Foundation,2790265,-114871,2021,,Dallas,TX,Z99Z,0
46010342,Bank Of America Charitable Gift Fund,1677054646,949001483,2021,,Boston,MA,T700,0
46012492,Cambridge Community Foundation,9505977,4149842,2022,,Cambridge,MA,T31,0
46012492,Cambridge Community Foundation,9505977,4149842,2022,,Cambridge,MA,T31,0
46013152,University Of Massachusetts Foundation Inc,57111837,28338418,2021,,Newton,MA,B110,0
46014037,Trustees Of Fall River High School Alumni Scholarships,1062455,875599,2021,,Fall River,MA,B82Z,0
46014374,Horatio Davis Tr Uw Davis Fund,126941,90909,2022,,Pittsburgh,PA,,0
46014480,Malcolm Cotton Brown Corp,11747,8937,2022,,Dallas,TX,,0
46016148,Trust U/W Amy Lowell 10 Th Clause Conrad W Oberdorfer Tr,4152875,2993440,2021,,Boston,MA,,0
46016189,Charlesgate Yacht Club,211411,85573,2021,,Cambridge,MA,,0
46016400,Garland Memorial Fund,184033,91304,2021,,Boston,MA,S80,0
46016400,Garland Memorial Fund,184033,91304,2021,,Boston,MA,S80,0
46017720,Master Wardens & Members Of The Grand Lodge Of Masons In Mass,54500,15478,2022,,Boston,MA,,0
46017720,Master Wardens & Members Of The Grand Lodge Of Masons In Mass,54500,15478,2022,,Boston,MA,,0
46017806,Harvard University Employees Credit Union,42695601,9115645,2021,,Cambridge,MA,,0
46023599,Leicester Rod & Gun Club Inc,56479,4109,2021,,Leicester,MA,,0
46024141,Your Theatre Inc,159825,78890,2022,,New Bedford,MA,A650,0
46024141,Your Theatre Inc,159825,78890,2022,,New Bedford,MA,A650,0
46025576,Tr U/W Clara Endicott Sears,4945193,4234211,2021,,Dallas,TX,,0
46027897,Trust U/W Alpine Mclean Aka,199729,-34802,2021,,Concord,MA,,0
46029308,Mary B Young Tr Uw 1,11223,2129,2022,,Dallas,TX,,0
46029314,Trust U W Sarahs Brayton,452639,8226,2022,,Dallas,TX,,0
46029917,Murdock Fund Trustees,119605,-96915,2022,,Winchendon,MA,T30,0
46029917,Murdock Fund Trustees,119605,-96915,2022,,Winchendon,MA,T30,0
46029917,Murdock Fund Trustees,119605,-96915,2022,,Winchendon,MA,T30,0
46032074,Girls High School Association,21037,-4030,2021,,Boston,MA,,0
46032307,Everett H Barney Estate Trust,317724,158006,2021,,Springfield,MA,,0
46032675,Trust Uw Marshall Simonds,477888,375490,2021,,Dallas,TX,,0
46032737,Cambridge Historical Society,262524,32272,2021,,Cambridge,MA,A80,0
46033266,Family Service Of Malden Eastern Bank,57146,47392,2021,,Saugus,MA,P40Z,0
46033783,Hillcrest Park Cemetery Assoc Tr Ua 00901 02 4,82845,-9275,2021,,Dallas,TX,,0
46033826,H A Moses Tr Fbo Valley View Cemetery Association,87697,68859,2021,,Dallas,TX,,0
46034871,Thomas M Rotch Trust Uw,100578,-19820,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F046034871_202108_990_2022080220263385.pdf,Boston,MA,,0
46034872,Thomas Morgan Rotch Jr Memorial Hospital For Infants Trust,513871,7854,2021,,Boston,MA,E24Z,0
46034872,Thomas Morgan Rotch Jr Memorial Hospital For Infants Trust,513871,7854,2021,,Boston,MA,E24Z,0
46035288,Richard Salters Storrs Library,305580,108822,2022,,Longmeadow,MA,,0
46035973,Boston Latin School Association,21646836,17369872,2021,,Boston,MA,B820,0
46036228,Trust U/Art 5 O/W/O Mary Alice Falvey Fbo American Lung Associati,68891,41679,2021,,Portland,ME,,0
46036229,Trust U/Art 6 O/W/O Mary Alice Falvey Fbo Visiting Nurse Associat,92470,58134,2021,,Portland,ME,,0
46036230,Tr U Art 7 Owo Mary A Falvey Bo Hawthorne House & Ecumenical Ctr H,39915,23060,2021,,Portland,ME,,0
